url,energy,heating,price,area,rooms,fee,zipcode,construction_year,level
https://www.immowelt.de/expose/29u8r5h,Öl,Zentralheizung,399.000 €,"84,51 m²",3,prov,10779,1974,utzungvermietet
https://www.immowelt.de/expose/29c7r5h,Fernwärme,Zentralheizung,326.766 €,"71,05 m²",3,prov,10777,1960,5
https://www.immowelt.de/expose/29a7r5h,Fernwärme,Zentralheizung,316.464 €,"68,81 m²",3,prov,10777,1960,2
https://www.immowelt.de/expose/2997r5h,Fernwärme,Zentralheizung,327.501 €,"71,21 m²",3,prov,10777,1960,3
https://www.immowelt.de/expose/2967r5h,Fernwärme,Zentralheizung,313.900 €,"68,15 m²",3,prov,10777,1960,ErdgeschossDerzeitige Nutzungvermietet
https://www.immowelt.de/expose/2957r5h,na,na,309.749 €,"67,35 m²",3,prov,10777,1960,ErdgeschossDerzeitige Nutzungvermietet
https://www.immowelt.de/expose/29buq5h,Fernwärme,Zentralheizung,534.628 €,"107,28 m²",3,prov,14165,1950,3
https://www.immowelt.de/expose/29auq5h,Fernwärme,Zentralheizung,278.029 €,"55,79 m²","2,5",prov,14165,1950,1
https://www.immowelt.de/expose/299uq5h,Fernwärme,Zentralheizung,243.045 €,"48,77 m²",2,prov,14165,1950,1
https://www.immowelt.de/expose/296uq5h,Fernwärme,Zentralheizung,278.477 €,"55,88 m²","2,5",prov,14165,1950,1
https://www.immowelt.de/expose/295uq5h,na,na,275.387 €,"55,26 m²","2,5",prov,14165,1950,ErdgeschossDerzeitige Nutzungvermietet
https://www.immowelt.de/expose/294uq5h,na,na,278.477 €,"55,88 m²","2,5",prov,14165,1950,2
https://www.immowelt.de/expose/293uq5h,Fernwärme,Zentralheizung,279.025 €,"55,99 m²","2,5",prov,14165,1950,1
https://www.immowelt.de/expose/292uq5h,Fernwärme,Zentralheizung,274.789 €,"55,14 m²","2,5",prov,14165,1950,ErdgeschossDerzeitige Nutzungvermietet
https://www.immowelt.de/expose/29ytq5h,"Elektro, ",Heizungsart,343.995 €,"76,68 m²",3,prov,14165,1950,3
